fragments_h,fragments,count,frequency,MW,CLogP,HBA,HBD,heavy,database,legend
CC(C)CC(N)C=O,*C(=O)C(N)CC(C)C,4,0.1024065540194572,115.099714036,0.5587000000000001,2,1,8,DiaNat-DB,DiaNat-DB = 4 (0.10%)
CC(=O)O,*CC(=O)O,3,0.0768049155145929,60.021129368,0.0908999999999999,1,1,4,DiaNat-DB,DiaNat-DB = 3 (0.08%)
CC(C)=CCc1c(C)cc(O)cc1O,*Cc1cc(O)cc(O)c1CC=C(C)C,3,0.0768049155145929,192.115029752,2.9149200000000017,2,2,14,DiaNat-DB,DiaNat-DB = 3 (0.08%)
O=Cc1ccccc1,*C(=O)c1ccccc1,3,0.0768049155145929,106.041864812,1.4991,1,0,8,DiaNat-DB,DiaNat-DB = 3 (0.08%)
CCc1ccc(O)c(O)c1,*CCc1ccc(O)c(O)c1,3,0.0768049155145929,138.06807956,1.6602,2,2,10,DiaNat-DB,DiaNat-DB = 3 (0.08%)
CC(=O)N1CCCCC1,*CC(=O)N1CCCCC1,3,0.0768049155145929,127.099714036,1.0188,1,0,9,DiaNat-DB,DiaNat-DB = 3 (0.08%)
C/C=C(\\C)C=O,*C(=O)/C(C)=C/C,3,0.0768049155145929,84.057514876,1.1515,1,0,6,DiaNat-DB,DiaNat-DB = 3 (0.08%)
NCCCCC(N)C=O,*NC(CCCCN)C(*)=O,3,0.0768049155145929,130.110613068,-0.3583999999999995,3,2,9,DiaNat-DB,DiaNat-DB = 3 (0.08%)
Oc1cc(O)c2ccc[o+]c2c1,*c1cc2c(O)cc(O)cc2[o+]c1*,3,0.0768049155145929,163.03897050409,2.1251,2,2,12,DiaNat-DB,DiaNat-DB = 3 (0.08%)
NC(C=O)Cc1c[nH]cn1,*NC(Cc1c[nH]cn1)C(*)=O,3,0.0768049155145929,139.074561908,-0.5216000000000007,3,2,10,DiaNat-DB,DiaNat-DB = 3 (0.08%)
CC(=O)COC(C)=O,*CC(=O)COC(=O)C*,3,0.0768049155145929,116.047344116,0.1385,3,0,8,DiaNat-DB,DiaNat-DB = 3 (0.08%)
O=C/C=C/c1ccc(O)cc1,*C(=O)/C=C/c1ccc(O)cc1,3,0.0768049155145929,148.052429496,1.6042999999999998,2,1,11,DiaNat-DB,DiaNat-DB = 3 (0.08%)
Oc1ccccc1,*c1ccccc1O,3,0.0768049155145929,94.041864812,1.3922,1,1,7,DiaNat-DB,DiaNat-DB = 3 (0.08%)
COc1ccc(C)cc1O,*Cc1ccc(OC)c(O)c1,3,0.0768049155145929,138.06807956,1.70922,2,1,10,DiaNat-DB,DiaNat-DB = 3 (0.08%)
Cc1ccccc1,*Cc1ccc(*)cc1,3,0.0768049155145929,92.062600256,1.99502,0,0,7,DiaNat-DB,DiaNat-DB = 3 (0.08%)
CC(=O)CC(C)=O,*CC(=O)CC(=O)C*,3,0.0768049155145929,100.052429496,0.5545,2,0,7,DiaNat-DB,DiaNat-DB = 3 (0.08%)
COc1cc(/C=C/C=O)ccc1O,*C(=O)/C=C/c1ccc(O)c(OC)c1,3,0.0768049155145929,178.06299418,1.6129,3,1,13,DiaNat-DB,DiaNat-DB = 3 (0.08%)
CC(=O)CO,*CC(=O)CO*,3,0.0768049155145929,74.036779432,-0.4322999999999999,2,1,5,DiaNat-DB,DiaNat-DB = 3 (0.08%)
COc1cc(/C=C/C(C)=O)ccc1O,*CC(=O)/C=C/c1ccc(O)c(OC)c1,3,0.0768049155145929,192.078644244,2.003,3,1,14,DiaNat-DB,DiaNat-DB = 3 (0.08%)
CC(C)=O,*CC(=O)C*,3,0.0768049155145929,58.041864812,0.5952999999999999,1,0,4,DiaNat-DB,DiaNat-DB = 3 (0.08%)
CC(C)CC(N)C(=O)O,*NC(CC(C)C)C(=O)O,3,0.0768049155145929,131.094628656,0.4443999999999999,2,2,9,DiaNat-DB,DiaNat-DB = 3 (0.08%)
NC(=O)CCC(N)C=O,*NC(CCC(N)=O)C(*)=O,3,0.0768049155145929,130.07422756,-1.2219000000000004,3,2,9,DiaNat-DB,DiaNat-DB = 3 (0.08%)
NC(=O)CCC(N)C(=O)O,*NC(CCC(N)=O)C(=O)O,3,0.0768049155145929,146.06914218,-1.3361999999999998,3,3,10,DiaNat-DB,DiaNat-DB = 3 (0.08%)
NC(=O)CCC(N)C=O,*C(=O)C(N)CCC(N)=O,3,0.0768049155145929,130.07422756,-1.2219000000000004,3,2,9,DiaNat-DB,DiaNat-DB = 3 (0.08%)
COc1cc(C)c(C=O)c(O)c1,*C(=O)c1c(C)cc(OC)cc1O,2,0.0512032770097286,166.06299418,1.52172,3,1,12,DiaNat-DB,DiaNat-DB = 2 (0.05%)
O=CC=Cc1ccc(O)c(O)c1,*C(=O)C=Cc1ccc(O)c(O)c1,2,0.0512032770097286,164.047344116,1.3098999999999998,3,2,12,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(=O)c1ccc(O)cc1O,*CC(=O)c1ccc(O)cc1O,2,0.0512032770097286,152.047344116,1.3003999999999998,3,2,11,DiaNat-DB,DiaNat-DB = 2 (0.05%)
Oc1cccc(O)c1,*c1cc(O)cc(O)c1,2,0.0512032770097286,110.036779432,1.0978,2,2,8,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CCc1c(O)ccc2c1OCC2=O,*CCc1c(O)ccc2c1OC(*)C2=O,2,0.0512032770097286,178.06299418,1.5297,3,1,13,DiaNat-DB,DiaNat-DB = 2 (0.05%)
C/C=C/C(=O)N1CCCCC1,*C/C=C/C(=O)N1CCCCC1,2,0.0512032770097286,153.1153641,1.5750000000000002,1,0,11,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CCCC,*CCCC*,2,0.0512032770097286,58.07825032,1.8064,0,0,4,DiaNat-DB,DiaNat-DB = 2 (0.05%)
COc1cc(C)c(C=O)c(OC)c1,*C(=O)c1c(C)cc(OC)cc1OC,2,0.0512032770097286,180.078644244,1.82472,3,0,13,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)=CCc1c(O)ccc2c1OCC2=O,*C1Oc2c(ccc(O)c2CC=C(C)C)C1=O,2,0.0512032770097286,218.094294308,2.476000000000001,3,1,16,DiaNat-DB,DiaNat-DB = 2 (0.05%)
C=C(C=O)CO,*C(=O)C(=C)CO,2,0.0512032770097286,86.036779432,-0.2662,2,1,6,DiaNat-DB,DiaNat-DB = 2 (0.05%)
Cc1cccc(O)c1C(=O)NC(C)C(=O)O,*c1cc(C)c(C(=O)NC(C)C(=O)O)c(O)c1,2,0.0512032770097286,223.084457896,0.90352,3,3,16,DiaNat-DB,DiaNat-DB = 2 (0.05%)
Cc1cccc(O)c1C(=O)NC(C)C=O,*C(=O)C(C)NC(=O)c1c(C)cc(*)cc1O,2,0.0512032770097286,207.089543276,1.01782,3,2,15,DiaNat-DB,DiaNat-DB = 2 (0.05%)
COc1ccc(C)cc1,*Cc1ccc(OC)cc1,2,0.0512032770097286,122.07316494,2.00362,1,0,9,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CCCCCC,*CCCCCC*,2,0.0512032770097286,86.109550448,2.5866000000000007,0,0,6,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CCCCC/C=C/C=O,*CCCCC/C=C/C(*)=O,2,0.0512032770097286,126.104465068,2.3218000000000005,1,0,9,DiaNat-DB,DiaNat-DB = 2 (0.05%)
C/C=C/C=O,*C/C=C/C(*)=O,2,0.0512032770097286,70.041864812,0.7614000000000001,1,0,5,DiaNat-DB,DiaNat-DB = 2 (0.05%)
COC(C)=O,*CC(=O)OC,2,0.0512032770097286,74.036779432,0.1793,2,0,5,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)=CC=O,*C(=O)C=C(C)C,2,0.0512032770097286,84.057514876,1.1515,1,0,6,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)CC(N)C(=O)NC(C)C=O,*NC(CC(C)C)C(=O)NC(C)C(*)=O,2,0.0512032770097286,186.136827816,0.0633999999999996,3,2,13,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(N)C(=O)N1CCCC1C=O,*NC(C)C(=O)N1CCCC1C(*)=O,2,0.0512032770097286,170.105527688,-0.4764999999999999,3,1,12,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(N)C(=O)N1CCCC1C(=O)O,*NC(C)C(=O)N1CCCC1C(=O)O,2,0.0512032770097286,186.100442308,-0.5907999999999995,3,2,13,DiaNat-DB,DiaNat-DB = 2 (0.05%)
NCC=O,*C(=O)CN,2,0.0512032770097286,59.03711378,-0.8560000000000001,2,1,4,DiaNat-DB,DiaNat-DB = 2 (0.05%)
NCCCCC(N)C(=O)O,*NC(CCCCN)C(=O)O,2,0.0512032770097286,146.105527688,-0.4726999999999995,3,3,10,DiaNat-DB,DiaNat-DB = 2 (0.05%)
O=CCNC(=O)C1CCCN1,*C(=O)CNC(=O)C1CCCN1*,2,0.0512032770097286,156.089877624,-0.9465,3,2,11,DiaNat-DB,DiaNat-DB = 2 (0.05%)
O=C(O)C(Cc1ccccc1)NC(=O)C1CCCN1,*N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,2,0.0512032770097286,262.131742436,0.5504999999999998,3,3,19,DiaNat-DB,DiaNat-DB = 2 (0.05%)
O=CC(Cc1ccccc1)NC(=O)C1CCCN1,*C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1*,2,0.0512032770097286,246.136827816,0.6648,3,2,18,DiaNat-DB,DiaNat-DB = 2 (0.05%)
NCC(=O)O,*NCC(=O)O,2,0.0512032770097286,75.0320284,-0.9703,2,2,5,DiaNat-DB,DiaNat-DB = 2 (0.05%)
NC(C=O)CO,*NC(CO)C(*)=O,2,0.0512032770097286,89.047678464,-1.4951000000000003,3,2,6,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)CC(C=O)NC(=O)CN,*NCC(=O)NC(CC(C)C)C(*)=O,2,0.0512032770097286,172.121177752,-0.3250999999999992,3,2,12,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CCO,*CCO,2,0.0512032770097286,46.041864812,-0.0014,1,1,3,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)=CCc1c(O)cc(C)cc1O,*Cc1cc(O)c(CC=C(C)C)c(O)c1,2,0.0512032770097286,192.115029752,2.9149200000000017,2,2,14,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)(C)O,*CC(C)(C)O,2,0.0512032770097286,74.07316494,0.7771999999999999,1,1,5,DiaNat-DB,DiaNat-DB = 2 (0.05%)
Cc1cccc(O)c1,*Cc1cc(*)cc(O)c1,2,0.0512032770097286,108.057514876,1.7006199999999998,1,1,8,DiaNat-DB,DiaNat-DB = 2 (0.05%)
Oc1ccccc1,*c1ccc(O)c(*)c1,2,0.0512032770097286,94.041864812,1.3922,1,1,7,DiaNat-DB,DiaNat-DB = 2 (0.05%)
NC(C=O)Cc1ccc(O)cc1,*NC(Cc1ccc(O)cc1)C(*)=O,2,0.0512032770097286,165.078978592,0.4608999999999996,3,2,12,DiaNat-DB,DiaNat-DB = 2 (0.05%)
NC(C=O)CO,*C(=O)C(N)CO,2,0.0512032770097286,89.047678464,-1.4951000000000003,3,2,6,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)CC(N)C(=O)N1CCCC1C=O,*C(=O)C1CCCN1C(=O)C(N)CC(C)C,2,0.0512032770097286,212.15247788,0.5496999999999996,3,1,15,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CSCCC(N)C=O,*C(=O)C(N)CCSC,2,0.0512032770097286,133.056134972,0.2656999999999999,3,1,8,DiaNat-DB,DiaNat-DB = 2 (0.05%)
O=C[C]1CCCN1,*C(=O)[C]1CCCN1*,2,0.0512032770097286,98.060588876,0.10069,2,1,7,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)C[C](N)C=O,*N[C](CC(C)C)C(*)=O,2,0.0512032770097286,114.091889004,0.72209,2,1,8,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)C[C](N)C(=O)O,*N[C](CC(C)C)C(=O)O,2,0.0512032770097286,130.086803624,0.6077899999999998,2,2,9,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(C)C,*CC(C)C,2,0.0512032770097286,58.07825032,1.6623,0,0,4,DiaNat-DB,DiaNat-DB = 2 (0.05%)
c1ccccc1,*c1ccc(*)cc1,2,0.0512032770097286,78.046950192,1.6866,0,0,6,DiaNat-DB,DiaNat-DB = 2 (0.05%)
Oc1ccc2ccoc2c1,*c1cc2ccc(O)cc2o1,2,0.0512032770097286,134.036779432,2.1384,2,1,10,DiaNat-DB,DiaNat-DB = 2 (0.05%)
COc1cc(C)oc(=O)c1,*Cc1cc(OC)cc(=O)o1,2,0.0512032770097286,140.047344116,0.95682,3,0,10,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CCc1c(O)ccc(C(C)=O)c1O,*CCc1c(O)ccc(C(=O)C*)c1O,2,0.0512032770097286,180.078644244,1.8628000000000005,3,2,13,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(=O)c1ccc(O)c(CC=C(C)C)c1O,*CC(=O)c1ccc(O)c(CC=C(C)C)c1O,2,0.0512032770097286,220.109944372,2.8091000000000013,3,2,16,DiaNat-DB,DiaNat-DB = 2 (0.05%)
COc1cc(/C=C/c2ccccc2)oc(=O)c1,*c1ccc(/C=C/c2cc(OC)cc(=O)o2)cc1,2,0.0512032770097286,228.078644244,2.8188000000000004,3,0,17,DiaNat-DB,DiaNat-DB = 2 (0.05%)
C=C[C]1[CH]OC=C2[C]1CCOC2=O,*[C@]1OC=C2C(=O)OCC[C]2[C@@]1C=C,2,0.0512032770097286,177.055169148,1.34417,3,0,13,DiaNat-DB,DiaNat-DB = 2 (0.05%)
Oc1ccccc1,*c1cccc(O)c1,2,0.0512032770097286,94.041864812,1.3922,1,1,7,DiaNat-DB,DiaNat-DB = 2 (0.05%)
O=Cc1ccc(O)cc1O,*C(=O)c1c(*)cc(O)cc1O,2,0.0512032770097286,138.031694052,0.9102999999999996,3,2,10,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CC(=O)CC(=O)/C=C/c1ccc(O)cc1,*CC(=O)CC(=O)/C=C/c1ccc(O)cc1,2,0.0512032770097286,204.078644244,1.9536,3,1,15,DiaNat-DB,DiaNat-DB = 2 (0.05%)
C=C(C)C=O,*C(=O)C(=C)C,2,0.0512032770097286,70.041864812,0.7614,1,0,5,DiaNat-DB,DiaNat-DB = 2 (0.05%)
CCCCCCC=O,*CCCCCCC(*)=O,2,0.0512032770097286,114.104465068,2.1557000000000004,1,0,8,DiaNat-DB,DiaNat-DB = 2 (0.05%)
O=C[C]1CCC=C(C(=O)O)N1,*C(=O)[C]1CC(*)C=C(C(=O)O)N1,1,0.0256016385048643,154.050418116,0.0691899999999998,3,2,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C/C=[N+]1/[C](C(=O)[O-])Cc2ccc(O)cc21,*C/C=[N+]1/[C](C(=O)[O-])Cc2cc(*)c(O)cc21,1,0.0256016385048643,204.06606818,-0.0351100000000003,3,1,15,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C[C]1CCC=C(C=O)N1,*C(=O)[C]1CC(*)C=C(C(*)=O)N1,1,0.0256016385048643,138.055503496,0.18349,3,1,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC/C(C)=C/CO,*CCC/C(C)=C/CO,1,0.0256016385048643,114.104465068,1.7251,1,1,8,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=CC1=CCC[C](C(=O)O)N1,*C(=O)C1=CC(*)C[C](C(=O)O)N1,1,0.0256016385048643,154.050418116,0.0691899999999998,3,2,11,DiaNat-DB,DiaNat-DB = 1 (0.03%)
OC[C@]1O[CH][CH][CH][C@@]1O,*[C@]1O[C@@](CO)[C@](O)[C@@](*)[C@]1*,1,0.0256016385048643,127.039519084,0.0157499999999998,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
COc1cc(OC)c(OC)cc1C,*Cc1cc(OC)c(OC)cc1OC,1,0.0256016385048643,182.094294308,2.02082,3,0,13,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=Cc1ccc(O)c(O)c1,*C(=O)c1ccc(O)c(O)c1,1,0.0256016385048643,138.031694052,0.9103,3,2,10,DiaNat-DB,DiaNat-DB = 1 (0.03%)
O=C(O)[C]1CCC=C(C(=O)O)N1,*C1C=C(C(=O)O)N[C](C(=O)O)C1,1,0.0256016385048643,170.045332736,-0.0451099999999999,3,3,12,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCc1c(OC)ccc2ccc(=O)oc12,*CCc1c(OC)ccc2ccc(=O)oc12,1,0.0256016385048643,204.078644244,2.364,3,0,15,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCc1c(O)ccc2ccc(=O)oc12,*CCc1c(O)ccc2ccc(=O)oc12,1,0.0256016385048643,190.06299418,2.061,3,1,14,DiaNat-DB,DiaNat-DB = 1 (0.03%)
OC[C@]1OC[CH][CH][C@@]1O,*C1O[C@](CO)[C@@](O)[C@](*)[C@@]1*,1,0.0256016385048643,128.047344116,-0.1460400000000002,3,2,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C/C=C/CCC,*C/C=C/CCC*,1,0.0256016385048643,84.093900384,2.3626000000000005,0,0,6,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC/C=C/C=C/C=O,*CCC/C=C/C=C/C(*)=O,1,0.0256016385048643,124.088815004,2.0978,1,0,9,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CCC/C=C/C=C/C(=O)N1CCCCC1,*CCC/C=C/C=C/C(=O)N1CCCCC1,1,0.0256016385048643,207.162314292,2.9114000000000013,1,0,15,DiaNat-DB,DiaNat-DB = 1 (0.03%)
C=C1[C]2[C](O)CC(C)=C3CC=C(C)[C]3[C]2OC1=O,*CC1=CCC2=C(C)C[C](O)[C]3[C](OC(=O)C3=C)[C]12,1,0.0256016385048643,242.094294308,2.755060000000001,3,1,18,DiaNat-DB,DiaNat-DB = 1 (0.03%)
CC1=CCC2=C(C)C[C@](O)[C]3[C](OC(=O)[C@@]3C)[C]12,*CC1=CCC2=C(C)C[C@](O)[C]3[C](OC(=O)[C@@]3C)[C]12,1,0.0256016385048643,243.10211934,2.7932500000000005,3,1,18,DiaNat-DB,DiaNat-DB = 1 (0.03%)
