ID,SMILES_chiral,SMILES_no_chiral,Target_1,pIC50_1,Target_category,Dataset,pEC50,Target_2,pIC50_2
UNPD_subset_A_3167,CCCCC/C=C\C/C=C\CCCCCCCCCCCCCCCc1ccc(C=O)[nH]1,CCCCCC=CCC=CCCCCCCCCCCCCCCCc1ccc(C=O)[nH]1,,,,UNPD-A,,,
UNPD_subset_A_3168,COC(C)(C)CCC(=O)/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(\C)C=O,COC(C)(C)CCC(=O)C(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=O,,,,UNPD-A,,,
UNPD_subset_A_3169,CN(CCCC(=O)O)S(=O)(=O)c1ccccc1,CN(CCCC(=O)O)S(=O)(=O)c1ccccc1,,,,UNPD-A,,,
UNPD_subset_A_3170,CCCCCCCCCCCCCCCCCCCCCc1cc(O)c(C)c(OC)c1,CCCCCCCCCCCCCCCCCCCCCc1cc(O)c(C)c(OC)c1,,,,UNPD-A,,,
UNPD_subset_A_3171,CCCCC/C=C/C/C=C/CCCCCCCCOC(C)=O,CCCCCC=CCC=CCCCCCCCCOC(C)=O,,,,UNPD-A,,,
UNPD_subset_A_3172,CC(=O)N(C)C(C)C,CC(=O)N(C)C(C)C,,,,UNPD-A,,,
UNPD_subset_A_3173,N=C(N)N(CCCC(N)C(=O)O)C(CC(=O)O)C(=O)O,N=C(N)N(CCCC(N)C(=O)O)C(CC(=O)O)C(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3174,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,,,,UNPD-A,,,
UNPD_subset_A_3175,COc1ccccc1/C=C/C#N,COc1ccccc1C=CC#N,,,,UNPD-A,,,
UNPD_subset_A_3176,NCCCC(=O)c1ccccn1,NCCCC(=O)c1ccccn1,,,,UNPD-A,,,
UNPD_subset_A_3177,N=c1[nH]c(=N)c2[nH]cnc2[nH]1,N=c1[nH]c(=N)c2[nH]cnc2[nH]1,,,,UNPD-A,,,
UNPD_subset_A_3178,CCCCCCCCCCCCCCCC(=O)NCc1cccc(OC)c1,CCCCCCCCCCCCCCCC(=O)NCc1cccc(OC)c1,,,,UNPD-A,,,
UNPD_subset_A_3179,O=C(CCC=Cc1ccccc1)CCc1ccccc1,O=C(CCC=Cc1ccccc1)CCc1ccccc1,,,,UNPD-A,,,
UNPD_subset_A_3180,CC(=O)n1cccc1C=O,CC(=O)n1cccc1C=O,,,,UNPD-A,,,
UNPD_subset_A_3181,CNCCc1cc(Br)c(OCCCN)c(Br)c1,CNCCc1cc(Br)c(OCCCN)c(Br)c1,,,,UNPD-A,,,
UNPD_subset_A_3182,N=C(N)NCCc1ccc(O)c(O)c1,N=C(N)NCCc1ccc(O)c(O)c1,,,,UNPD-A,,,
UNPD_subset_A_3183,CCCCCCC[C@H](C)CCC(C)C(=O)OC,CCCCCCCC(C)CCC(C)C(=O)OC,,,,UNPD-A,,,
UNPD_subset_A_3184,NC(=O)CC1(O)C=CC(=O)C=C1,NC(=O)CC1(O)C=CC(=O)C=C1,,,,UNPD-A,,,
UNPD_subset_A_3185,COc1c(Cl)cc([C@@H](O)[C@H](C)O)cc1Cl,COc1c(Cl)cc(C(O)C(C)O)cc1Cl,,,,UNPD-A,,,
UNPD_subset_A_3186,C=C[C@](C)(O)C[C@@H](/C=C(\C)CCC=C(C)C)OC(=O)CC(C)C,C=CC(C)(O)CC(C=C(C)CCC=C(C)C)OC(=O)CC(C)C,,,,UNPD-A,,,
UNPD_subset_A_3187,COC(=O)c1ccc(OC)c(OC)c1O,COC(=O)c1ccc(OC)c(OC)c1O,,,,UNPD-A,,,
UNPD_subset_A_3188,COc1c(O)cc2c(c1OC)c(=O)c1ccccc1n2C,COc1c(O)cc2c(c1OC)c(=O)c1ccccc1n2C,,,,UNPD-A,,,
UNPD_subset_A_3189,CCCCCCCCCCc1ccc2ccccc2c1,CCCCCCCCCCc1ccc2ccccc2c1,,,,UNPD-A,,,
UNPD_subset_A_3190,CC(=O)c1c(O)c(C)c(O)c(C)c1O,CC(=O)c1c(O)c(C)c(O)c(C)c1O,,,,UNPD-A,,,
UNPD_subset_A_3191,CC1=CC(C)=C(C)C1=O,CC1=CC(C)=C(C)C1=O,,,,UNPD-A,,,
UNPD_subset_A_3192,CCCCCCCCCCCCCC(=O)C(O)O,CCCCCCCCCCCCCC(=O)C(O)O,,,,UNPD-A,,,
UNPD_subset_A_3193,O=C(O)c1[nH]c(C(=O)O)c(-c2c[nH]c3c(Cl)cccc23)c1-c1c[nH]c2c(Cl)cccc12,O=C(O)c1[nH]c(C(=O)O)c(-c2c[nH]c3c(Cl)cccc23)c1-c1c[nH]c2c(Cl)cccc12,,,,UNPD-A,,,
UNPD_subset_A_3194,COc1c(Cl)c(C)c(Cl)c(O)c1Cl,COc1c(Cl)c(C)c(Cl)c(O)c1Cl,,,,UNPD-A,,,
UNPD_subset_A_3195,CC[C@H](C)CCCCCCCCCCCCCCC/C=C\CC/C=C\CCCC(=O)O,CCC(C)CCCCCCCCCCCCCCCC=CCCC=CCCCC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3196,CCCCCCCCCC=CCCc1c(O)c(OC)c(C)c(O)c1OC,CCCCCCCCCC=CCCc1c(O)c(OC)c(C)c(O)c1OC,,,,UNPD-A,,,
UNPD_subset_A_3197,COc1cc(O)c(C)cc1O,COc1cc(O)c(C)cc1O,,,,UNPD-A,,,
UNPD_subset_A_3198,COC(=O)CCCCCCC/C=C/COC(C)=O,COC(=O)CCCCCCCC=CCOC(C)=O,,,,UNPD-A,,,
UNPD_subset_A_3199,Cc1cc2c(cc1Oc1cc3c(c(O)c1C)C(=O)c1ccccc1C3=O)C(=O)c1ccccc1C2=O,Cc1cc2c(cc1Oc1cc3c(c(O)c1C)C(=O)c1ccccc1C3=O)C(=O)c1ccccc1C2=O,,,,UNPD-A,,,
UNPD_subset_A_3200,C[C@H](O)CC[C@H](O)Cc1cccc(O)c1,CC(O)CCC(O)Cc1cccc(O)c1,,,,UNPD-A,,,
UNPD_subset_A_3201,C[S@+]([O-])CCCN,C[S+]([O-])CCCN,,,,UNPD-A,,,
UNPD_subset_A_3202,CCCCCCCCCCCCCCCc1ccc([C@H](C)CCCCCCCCCCCCCc2cccc(OC)c2OC)c(OC)c1OC,CCCCCCCCCCCCCCCc1ccc(C(C)CCCCCCCCCCCCCc2cccc(OC)c2OC)c(OC)c1OC,,,,UNPD-A,,,
UNPD_subset_A_3203,COC(=O)CCCCCCCCC(C)=O,COC(=O)CCCCCCCCC(C)=O,,,,UNPD-A,,,
UNPD_subset_A_3204,COc1cc(O)c(C(=O)c2ccc(OC)c(O)c2)c(OC)c1,COc1cc(O)c(C(=O)c2ccc(OC)c(O)c2)c(OC)c1,,,,UNPD-A,,,
UNPD_subset_A_3205,Cc1cccc(C(C)C)c1,Cc1cccc(C(C)C)c1,,,,UNPD-A,,,
UNPD_subset_A_3206,C[C@@](O)(C#Cc1cc(CO)ccc1O)CO,CC(O)(C#Cc1cc(CO)ccc1O)CO,,,,UNPD-A,,,
UNPD_subset_A_3207,CC(=O)c1nc(C(O)O)cc2c1[nH]c1ccccc12,CC(=O)c1nc(C(O)O)cc2c1[nH]c1ccccc12,,,,UNPD-A,,,
UNPD_subset_A_3208,COc1cc2cc(C(=O)NCCCCNC(C)=O)c(C(O)NCCc3ccc(O)cc3)c(-c3ccc(O)c(O)c3)c2c(OC)c1O,COc1cc2cc(C(=O)NCCCCNC(C)=O)c(C(O)NCCc3ccc(O)cc3)c(-c3ccc(O)c(O)c3)c2c(OC)c1O,,,,UNPD-A,,,
UNPD_subset_A_3209,N=C(N)/C=C/C(=O)O,N=C(N)C=CC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3210,COc1cc(C)c2cc(O)c(C=O)cc2c1C(C)C,COc1cc(C)c2cc(O)c(C=O)cc2c1C(C)C,,,,UNPD-A,,,
UNPD_subset_A_3211,Cc1c(O)c2c(=O)c3c(O)c(C(C)C)c(O)c4c5c(=O)c(C(C)C)c(O)c6c(O)c7c(O)cc(O)c8c(c1O)c2c(c34)c(c78)c65,Cc1c(O)c2c(=O)c3c(O)c(C(C)C)c(O)c4c5c(=O)c(C(C)C)c(O)c6c(O)c7c(O)cc(O)c8c(c1O)c2c(c34)c(c78)c65,,,,UNPD-A,,,
UNPD_subset_A_3212,CCCCCCCCCCCC(=O)O[C@H](C)[C@H](OC(C)=O)C(C)C(=O)NC[C@H](O)CC(=O)OC,CCCCCCCCCCCC(=O)OC(C)C(OC(C)=O)C(C)C(=O)NCC(O)CC(=O)OC,,,,UNPD-A,,,
UNPD_subset_A_3213,C=CCCC#CC#CC#CCCCCCCCC(=O)OC,C=CCCC#CC#CC#CCCCCCCCC(=O)OC,,,,UNPD-A,,,
UNPD_subset_A_3214,N=c1[nH]cnc2c1ncn2Cc1nc2ccccc2c2cc[nH]c12,N=c1[nH]cnc2c1ncn2Cc1nc2ccccc2c2cc[nH]c12,,,,UNPD-A,,,
UNPD_subset_A_3215,COn1c2ccccc2c2cc(COCc3ccc4c(c3)c3ccccc3n4OC)ccc21,COn1c2ccccc2c2cc(COCc3ccc4c(c3)c3ccccc3n4OC)ccc21,,,,UNPD-A,,,
UNPD_subset_A_3216,NC(C(=O)O)c1ccc(O)cc1,NC(C(=O)O)c1ccc(O)cc1,,,,UNPD-A,,,
UNPD_subset_A_3217,CN1C(=O)[C@@]2(CO)SSSS[C@@]1(Cc1ccccc1)C(=O)N2C,CN1C(=O)C2(Cc3ccccc3)SSSSC1(CO)C(=O)N2C,,,,UNPD-A,,,
UNPD_subset_A_3218,COc1ccc(C(=O)/C=C/c2ccccc2)c(OC)c1,COc1ccc(C(=O)C=Cc2ccccc2)c(OC)c1,,,,UNPD-A,,,
UNPD_subset_A_3219,COc1cc(-c2c(C(=O)c3ccc(O)cc3)[nH]c3[nH]c(=O)[nH]c(=O)c23)ccc1O,COc1cc(-c2c(C(=O)c3ccc(O)cc3)[nH]c3[nH]c(=O)[nH]c(=O)c23)ccc1O,,,,UNPD-A,,,
UNPD_subset_A_3220,O=C(C=Cc1ccc(O)cc1)OCCc1ccccc1,O=C(C=Cc1ccc(O)cc1)OCCc1ccccc1,,,,UNPD-A,,,
UNPD_subset_A_3221,CCC/C=C/C=C/C=C/CCCOC[C@H](O)COC(=O)c1ccc(O)cc1,CCCC=CC=CC=CCCCOCC(O)COC(=O)c1ccc(O)cc1,,,,UNPD-A,,,
UNPD_subset_A_3222,CC(=O)OC[C@@H](O)COC(=O)C(C)C,CC(=O)OCC(O)COC(=O)C(C)C,,,,UNPD-A,,,
UNPD_subset_A_3223,CC1=NC(=O)[C@](O)(Cc2ccccc2)N(O)C1=O,CC1=NC(=O)C(O)(Cc2ccccc2)N(O)C1=O,,,,UNPD-A,,,
UNPD_subset_A_3224,O=c1[nH]c(=Cc2ccccc2)c(=O)[nH]c1=Cc1ccccc1,O=c1[nH]c(=Cc2ccccc2)c(=O)[nH]c1=Cc1ccccc1,,,,UNPD-A,,,
UNPD_subset_A_3225,NC(=O)CCCCCCC(N)=O,NC(=O)CCCCCCC(N)=O,,,,UNPD-A,,,
UNPD_subset_A_3226,CC/C=C\C[C@@H](O)/C=C/[C@H](O)[C@H](O)CCCCCCCC(=O)OCC(=O)c1ccc(Br)cc1,CCC=CCC(O)C=CC(O)C(O)CCCCCCCC(=O)OCC(=O)c1ccc(Br)cc1,,,,UNPD-A,,,
UNPD_subset_A_3227,CC(C)=CC(=O)c1c[nH]c2ccccc12,CC(C)=CC(=O)c1c[nH]c2ccccc12,,,,UNPD-A,,,
UNPD_subset_A_3228,O=C(O)c1cccc2nc3c(O)cccc3nc12,O=C(O)c1cccc2nc3c(O)cccc3nc12,,,,UNPD-A,,,
UNPD_subset_A_3229,COc1cc(C)c(O)c(CC=C(C)CC(=O)C=C(C)CCCC(C)C(=O)C(=O)CC(C)C)c1,COc1cc(C)c(O)c(CC=C(C)CC(=O)C=C(C)CCCC(C)C(=O)C(=O)CC(C)C)c1,,,,UNPD-A,,,
UNPD_subset_A_3230,CCCCC/C=C\C/C=C\CCCCCCCC=O,CCCCCC=CCC=CCCCCCCCC=O,,,,UNPD-A,,,
UNPD_subset_A_3231,CCCCC/C=C\C/C=C\CCCCCCCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCCCCCCC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3232,CCCCCCC/C=C\C/C=C\CCCCC(=O)O,CCCCCCCC=CCC=CCCCCC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3233,COc1cc(-c2ccc(O)c(CC=C(C)C)c2)c(OC)c(O)c1-c1ccc(O)cc1,COc1cc(-c2ccc(O)c(CC=C(C)C)c2)c(OC)c(O)c1-c1ccc(O)cc1,,,,UNPD-A,,,
UNPD_subset_A_3234,COc1cc(/C=C/C(=O)Oc2ccc([C@H](C)Oc3ccc([C@@H](C)O)cc3)cc2)cc(OC)c1OC,COc1cc(C=CC(=O)Oc2ccc(C(C)Oc3ccc(C(C)O)cc3)cc2)cc(OC)c1OC,,,,UNPD-A,,,
UNPD_subset_A_3235,CCCCCCCCCCCCC=CCC(=O)O,CCCCCCCCCCCCC=CCC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3236,CC(=O)c1nccc2c1[nH]c1c(O)cccc12,CC(=O)c1nccc2c1[nH]c1c(O)cccc12,,,,UNPD-A,,,
UNPD_subset_A_3237,CCCCCCCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCCCCC)c(OC)c(OC)c2)cc(OC)c1OC,CCCCCCCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCCCCC)c(OC)c(OC)c2)cc(OC)c1OC,,,,UNPD-A,,,
UNPD_subset_A_3238,C[S@+]([O-])Cc1c(Br)c(O)c(O)c(Br)c1Br,C[S+]([O-])Cc1c(Br)c(O)c(O)c(Br)c1Br,,,,UNPD-A,,,
UNPD_subset_A_3239,CCCC=CC=O,CCCC=CC=O,,,,UNPD-A,,,
UNPD_subset_A_3240,COc1cccc(CCc2ccc(OC(C)=O)c(OC(C)=O)c2)c1,COc1cccc(CCc2ccc(OC(C)=O)c(OC(C)=O)c2)c1,,,,UNPD-A,,,
UNPD_subset_A_3241,Cc1ccc(C)c(C)c1C,Cc1ccc(C)c(C)c1C,,,,UNPD-A,,,
UNPD_subset_A_3242,O=C(Oc1ccc2nc3ccccc3nc2c1)c1ccccc1,O=C(Oc1ccc2nc3ccccc3nc2c1)c1ccccc1,,,,UNPD-A,,,
UNPD_subset_A_3243,CC(C)=CC(=O)O,CC(C)=CC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3244,COC(=O)C(NC(=O)OC(C)(C)C)C(=O)CC(O)OC,COC(=O)C(NC(=O)OC(C)(C)C)C(=O)CC(O)OC,,,,UNPD-A,,,
UNPD_subset_A_3245,C=c1[nH]c(=Cc2[nH]c(-c3ccc[nH]3)cc2OC)cc1CCCCCCC,C=c1[nH]c(=Cc2[nH]c(-c3ccc[nH]3)cc2OC)cc1CCCCCCC,,,,UNPD-A,,,
UNPD_subset_A_3246,CN(C)N=O,CN(C)N=O,,,,UNPD-A,,,
UNPD_subset_A_3247,Cc1ccc(S(=O)(=O)O[C@H](C)Cc2ccccn2)cc1,Cc1ccc(S(=O)(=O)OC(C)Cc2ccccn2)cc1,,,,UNPD-A,,,
UNPD_subset_A_3248,COc1nn(CSC)c(=O)s1,COc1nn(CSC)c(=O)s1,,,,UNPD-A,,,
UNPD_subset_A_3249,OCCc1ccc(O)c(O)c1,OCCc1ccc(O)c(O)c1,,,,UNPD-A,,,
UNPD_subset_A_3250,C=C[C@@](C)(CCC=C(C)CC(=O)C=C(C)C)CC(=O)c1ccc(OC)cc1O,C=CC(C)(CCC=C(C)CC(=O)C=C(C)C)CC(=O)c1ccc(OC)cc1O,,,,UNPD-A,,,
UNPD_subset_A_3251,CC#CC#CC#C/C=C\C=C/C,CC#CC#CC#CC=CC=CC,,,,UNPD-A,,,
UNPD_subset_A_3252,Oc1c(Br)cc(Cc2cc(Br)c(O)c(Br)c2)cc1Br,Oc1c(Br)cc(Cc2cc(Br)c(O)c(Br)c2)cc1Br,,,,UNPD-A,,,
UNPD_subset_A_3253,Cc1nc(C(C)C)sc1C,Cc1nc(C(C)C)sc1C,,,,UNPD-A,,,
UNPD_subset_A_3254,O=C(c1cc(Cl)ccc1O)c1[nH]c(Cl)c(Cl)c1-n1c(C(=O)c2ccccc2O)cc(Cl)c1Cl,O=C(c1cc(Cl)ccc1O)c1[nH]c(Cl)c(Cl)c1-n1c(C(=O)c2ccccc2O)cc(Cl)c1Cl,,,,UNPD-A,,,
UNPD_subset_A_3255,CCCCCCCCCCCCCCCCCCC[C@H](O)[C@H](O)C[C@H](O)CCCCCC,CCCCCCCCCCCCCCCCCCCC(O)C(O)CC(O)CCCCCC,,,,UNPD-A,,,
UNPD_subset_A_3256,CC(CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)O,CC(CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3257,O=C(c1ccc(O)cc1)c1cc(O)c(O)cc1O,O=C(c1ccc(O)cc1)c1cc(O)c(O)cc1O,,,,UNPD-A,,,
UNPD_subset_A_3258,COc1c(-c2ccc(O)cc2)cc(O)c(-c2ccc(O)cc2)c1O,COc1c(-c2ccc(O)cc2)cc(O)c(-c2ccc(O)cc2)c1O,,,,UNPD-A,,,
UNPD_subset_A_3259,O=C1C(c2cc(Br)c(O)c(Br)c2)=C(c2cc(Br)c(O)c(Br)c2)C(=O)N1CCc1ccc(O)cc1,O=C1C(c2cc(Br)c(O)c(Br)c2)=C(c2cc(Br)c(O)c(Br)c2)C(=O)N1CCc1ccc(O)cc1,,,,UNPD-A,,,
UNPD_subset_A_3260,O=C(NC(Cc1c[nH]cn1)C(=O)O)C(=O)c1c[nH]c2cc(O)ccc12,O=C(NC(Cc1c[nH]cn1)C(=O)O)C(=O)c1c[nH]c2cc(O)ccc12,,,,UNPD-A,,,
UNPD_subset_A_3261,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)cc(O)cc1C2=O,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)cc(O)cc1C2=O,,,,UNPD-A,,,
UNPD_subset_A_3262,COc1c(O)ccc2c(=O)c3c(O)cc(O)cc3n(C)c12,COc1c(O)ccc2c(=O)c3c(O)cc(O)cc3n(C)c12,,,,UNPD-A,,,
UNPD_subset_A_3263,Brc1ccccc1,Brc1ccccc1,,,,UNPD-A,,,
UNPD_subset_A_3264,CCCCCCCCCC=CC=CCC(=O)CC(=O)C(=O)C(=O)CC(=O)CC,CCCCCCCCCC=CC=CCC(=O)CC(=O)C(=O)C(=O)CC(=O)CC,,,,UNPD-A,,,
UNPD_subset_A_3265,C=C/C(C)=C/CC[C@H](C)CC(=O)O,C=CC(C)=CCCC(C)CC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3266,CC[C@H](C)C[C@H](C)C[C@H](C)C[C@H](C)CCCCC=CCCc1c(C)c(O)cc(OC)c1O,CCC(C)CC(C)CC(C)CC(C)CCCCC=CCCc1c(C)c(O)cc(OC)c1O,,,,UNPD-A,,,
UNPD_subset_A_3267,CC(C)CCC(N)C(=O)O,CC(C)CCC(N)C(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3268,CCc1cccc2ccc(C)nc12,CCc1cccc2ccc(C)nc12,,,,UNPD-A,,,
UNPD_subset_A_3269,COc1cc2c(cc1O)-c1nccc(C)c1C2=O,COc1cc2c(cc1O)-c1nccc(C)c1C2=O,,,,UNPD-A,,,
UNPD_subset_A_3270,CCCCCCCCC[C@H](CC(=O)NCCCCCN=C(N)N)N(CC(=O)NC(CC(C)C)C(=O)NCCCCN=C(N)N)S(=O)(=O)O,CCCCCCCCCC(CC(=O)NCCCCCN=C(N)N)N(CC(=O)NC(CC(C)C)C(=O)NCCCCN=C(N)N)S(=O)(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3271,COC(=O)Cc1ccc(O)c(Br)c1,COC(=O)Cc1ccc(O)c(Br)c1,,,,UNPD-A,,,
UNPD_subset_A_3272,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(C)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(C)=O,,,,UNPD-A,,,
UNPD_subset_A_3273,COc1cc2c(c(OC)c1OC)C(=O)c1c(cc(C)c(O)c1OC)C2=O,COc1cc2c(c(OC)c1OC)C(=O)c1c(cc(C)c(O)c1OC)C2=O,,,,UNPD-A,,,
UNPD_subset_A_3274,C=CCCC/C=C\CC#CC#C[C@@H](O)CC,C=CCCCC=CCC#CC#CC(O)CC,,,,UNPD-A,,,
UNPD_subset_A_3275,C#C[C@@H](O)/C=C/CCCCCCCCCC[C@@H](C)CCCC,C#CC(O)C=CCCCCCCCCCCC(C)CCCC,,,,UNPD-A,,,
UNPD_subset_A_3276,C/C=C\C#C/C=C\C(=O)OC,CC=CC#CC=CC(=O)OC,,,,UNPD-A,,,
UNPD_subset_A_3277,CC(C)COC(=O)C(N)O,CC(C)COC(=O)C(N)O,,,,UNPD-A,,,
UNPD_subset_A_3278,CCCCCCCCCCCCC(N)=O,CCCCCCCCCCCCC(N)=O,,,,UNPD-A,,,
UNPD_subset_A_3279,C=C(C)[C@@H](O)Cc1c(OC)c2cccc(OC)c2n(C)c1=O,C=C(C)C(O)Cc1c(OC)c2cccc(OC)c2n(C)c1=O,,,,UNPD-A,,,
UNPD_subset_A_3280,O=C(C=Cc1ccc(O)c(-c2cc(CCC(=O)c3ccccc3O)ccc2O)c1)c1ccccc1O,O=C(C=Cc1ccc(O)c(-c2cc(CCC(=O)c3ccccc3O)ccc2O)c1)c1ccccc1O,,,,UNPD-A,,,
UNPD_subset_A_3281,COc1cc(C=CC(=O)COC(=O)C=Cc2ccc(O)cc2)ccc1O,COc1cc(C=CC(=O)COC(=O)C=Cc2ccc(O)cc2)ccc1O,,,,UNPD-A,,,
UNPD_subset_A_3282,N=c1c2[nH]cc3c4ccccc4[nH]c(c4[nH]ccc(O)c14)c23,N=c1c2[nH]cc3c4ccccc4[nH]c(c4[nH]ccc(O)c14)c23,,,,UNPD-A,,,
UNPD_subset_A_3283,COc1c(C)c([C@@H](O)[C@H](C)O)c2[nH]c3ccc(CC=C(C)C)cc3c2c1O,COc1c(C)c(C(O)C(C)O)c2[nH]c3ccc(CC=C(C)C)cc3c2c1O,,,,UNPD-A,,,
UNPD_subset_A_3284,BrC(I)I,BrC(I)I,,,,UNPD-A,,,
UNPD_subset_A_3285,CC#CC#CC=CC=CCC(=O)NCC(C)C,CC#CC#CC=CC=CCC(=O)NCC(C)C,,,,UNPD-A,,,
UNPD_subset_A_3286,OC[C@@H](O)C(O)(CO)CO,OCC(O)C(O)(CO)CO,,,,UNPD-A,,,
UNPD_subset_A_3287,CC(=NO)C(O)O,CC(=NO)C(O)O,,,,UNPD-A,,,
UNPD_subset_A_3288,C=CC(C)(C)c1cc(O)c([C@@H](O)[C@@H](O)C(C)(C)O)cc1O,C=CC(C)(C)c1cc(O)c(C(O)C(O)C(C)(C)O)cc1O,,,,UNPD-A,,,
UNPD_subset_A_3289,CCC/C=C\CCCCCCCCC(=O)OCC(=O)C(O)O,CCCC=CCCCCCCCCC(=O)OCC(=O)C(O)O,,,,UNPD-A,,,
UNPD_subset_A_3290,Cc1c[nH]n2c(=O)c3ccccc3cc12,Cc1c[nH]n2c(=O)c3ccccc3cc12,,,,UNPD-A,,,
UNPD_subset_A_3291,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(CCC(N)=O)C(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)NC(CCC(N)=O)C(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3292,O=C(C=Cc1ccc(O)c(O)c1)NCCCCNC(=O)C=Cc1ccc(O)c(O)c1,O=C(C=Cc1ccc(O)c(O)c1)NCCCCNC(=O)C=Cc1ccc(O)c(O)c1,,,,UNPD-A,,,
UNPD_subset_A_3293,COc1c(O)c(OC)c2c(c1O)c(=O)c1cccc(O)c1n2C,COc1c(O)c(OC)c2c(c1O)c(=O)c1cccc(O)c1n2C,,,,UNPD-A,,,
UNPD_subset_A_3294,CC(C)[C@H](C)CC(=O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)c2ccc(O)cc2)c(O)c1-c1ccc(O)cc1,CC(C)C(C)CC(=O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)c2ccc(O)cc2)c(O)c1-c1ccc(O)cc1,,,,UNPD-A,,,
UNPD_subset_A_3295,Cc1cc2c([nH]c3ccccc32)c(-c2c(O)c(C)cc3c2[nH]c2ccccc23)c1O,Cc1cc2c([nH]c3ccccc32)c(-c2c(O)c(C)cc3c2[nH]c2ccccc23)c1O,,,,UNPD-A,,,
UNPD_subset_A_3296,COc1c(C)c(OCC=C(C)C)cc(CO)c1COC(C)=O,COc1c(C)c(OCC=C(C)C)cc(CO)c1COC(C)=O,,,,UNPD-A,,,
UNPD_subset_A_3297,CCCCCCC[C@H](O)CCCCCCCCCCCCC(=O)O,CCCCCCCC(O)CCCCCCCCCCCCC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3298,CCCc1cc(C=Cc2ccc(O)c(OC)c2)c(O)c(OC)c1,CCCc1cc(C=Cc2ccc(O)c(OC)c2)c(O)c(OC)c1,,,,UNPD-A,,,
UNPD_subset_A_3299,C/C=C/C(C)=C/[C@@H](C)[C@@H](O)[C@@H](C)CCC,CC=CC(C)=CC(C)C(O)C(C)CCC,,,,UNPD-A,,,
UNPD_subset_A_3300,CCCCCCCCC/C=C\C=C\CO,CCCCCCCCCC=CC=CCO,,,,UNPD-A,,,
UNPD_subset_A_3301,C#CC#CCC=CC=CCC(=O)NCCC(C)C,C#CC#CCC=CC=CCC(=O)NCCC(C)C,,,,UNPD-A,,,
UNPD_subset_A_3302,O=C(O)C=CC(=O)CCCCCCCCCCCCCCCc1ccccc1,O=C(O)C=CC(=O)CCCCCCCCCCCCCCCc1ccccc1,,,,UNPD-A,,,
UNPD_subset_A_3303,Cc1c(Br)c[nH]c1C(N)=O,Cc1c(Br)c[nH]c1C(N)=O,,,,UNPD-A,,,
UNPD_subset_A_3304,CCC/C=C/C(Br)=C\[C@H](O)CCCCCC/C=C/C#CC#CCCC(=O)OCC,CCCC=CC(Br)=CC(O)CCCCCCC=CC#CC#CCCC(=O)OCC,,,,UNPD-A,,,
UNPD_subset_A_3305,CCC(C(=O)C(=O)O)C(O)O,CCC(C(=O)C(=O)O)C(O)O,,,,UNPD-A,,,
UNPD_subset_A_3306,CCC=CCC=CCC=CCCCCCCCc1ccc(C=O)[nH]1,CCC=CCC=CCC=CCCCCCCCc1ccc(C=O)[nH]1,,,,UNPD-A,,,
UNPD_subset_A_3307,CC(=O)c1ccccc1C,CC(=O)c1ccccc1C,,,,UNPD-A,,,
UNPD_subset_A_3308,CC(C)c1ccc(C(C)C)c(O)c1,CC(C)c1ccc(C(C)C)c(O)c1,,,,UNPD-A,,,
UNPD_subset_A_3309,CC(C)(O)CC(=O)O,CC(C)(O)CC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_3310,CCOC(=O)C(=O)C(O)OCC,CCOC(=O)C(=O)C(O)OCC,,,,UNPD-A,,,
