ID,SMILES_chiral,SMILES_no_chiral,Target_1,pIC50_1,Target_category,Dataset,pEC50,Target_2,pIC50_2
CHEMBL3697947,Fc1c(C2N(Cc3c[nH]nc3)C[C@](N3Cc4n[nH]cc4C3)C[C@@]2N)cc(F)cc1,Fc1c(C2N(Cc3c[nH]nc3)CC(N3Cc4n[nH]cc4C3)CC2N)cc(F)cc1,Dipeptidyl Peptidase IV (DPP-IV),8.5376024,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3697948,S(=O)(=O)(C)n1nc2c(c1)CN([C@@]1CN(S(=O)(=O)C)C(c3c(F)ccc(F)c3)[C@@](N)C1)C2,S(=O)(=O)(C)n1nc2c(c1)CN(C1CN(S(=O)(=O)C)C(c3c(F)ccc(F)c3)C(N)C1)C2,Dipeptidyl Peptidase IV (DPP-IV),7.273273,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3697949,S(=O)(=O)(C)n1nc2c(c1)CN([C@@]1CN(Cc3c[nH]nc3)C(c3c(F)ccc(F)c3)[C@@](N)C1)C2,S(=O)(=O)(C)n1nc2c(c1)CN(C1CN(Cc3c[nH]nc3)C(c3c(F)ccc(F)c3)C(N)C1)C2,Dipeptidyl Peptidase IV (DPP-IV),8.4089355,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3697950,S(=O)(=O)(C)n1nc2c(c1)CN([C@@]1CN(Cc3c4ncccc4cnc3)C(c3c(F)ccc(F)c3)[C@@](N)C1)C2,S(=O)(=O)(C)n1nc2c(c1)CN(C1CN(Cc3c4ncccc4cnc3)C(c3c(F)ccc(F)c3)C(N)C1)C2,Dipeptidyl Peptidase IV (DPP-IV),7.6090651,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3644451,Fc1c(C2[C@@](N)C[C@@](N3Cc4n[nH]cc4C3)CS2)cc(F)cc1,Fc1c(C2C(N)CC(N3Cc4n[nH]cc4C3)CS2)cc(F)cc1,Dipeptidyl Peptidase IV (DPP-IV),8.6382723,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3644452,Fc1c(F)cc(F)cc1C1[C@@](N)C[C@@](N2Cc3n[nH]cc3C2)CS1,Fc1c(F)cc(F)cc1C1C(N)CC(N2Cc3n[nH]cc3C2)CS1,Dipeptidyl Peptidase IV (DPP-IV),8.4685211,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3644453,Fc1c(F)cc(F)cc1C1S(=O)C[C@](N2Cc3n[nH]cc3C2)C[C@@]1N,Fc1c(F)cc(F)cc1C1S(=O)CC(N2Cc3n[nH]cc3C2)CC1N,Dipeptidyl Peptidase IV (DPP-IV),7.3979402,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3644454,Fc1c(F)cc(F)cc1C1S(=O)(=O)C[C@](N2Cc3n[nH]cc3C2)C[C@@]1N,Fc1c(F)cc(F)cc1C1S(=O)(=O)CC(N2Cc3n[nH]cc3C2)CC1N,Dipeptidyl Peptidase IV (DPP-IV),6.9244533,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3644455,Fc1c(F)cc(F)cc1C1[C@@](N)C[C@@](N2Cc3nn(CC(O)(C)C)cc3C2)CS1,Fc1c(F)cc(F)cc1C1C(N)CC(N2Cc3nn(CC(O)(C)C)cc3C2)CS1,Dipeptidyl Peptidase IV (DPP-IV),8.5850267,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3644456,S(=O)(=O)(C)n1nc2c(c1)CN([C@@]1C[C@](N)C(c3c(F)c(F)cc(F)c3)SC1)C2,S(=O)(=O)(C)n1nc2c(c1)CN(C1CC(N)C(c3c(F)c(F)cc(F)c3)SC1)C2,Dipeptidyl Peptidase IV (DPP-IV),9.3010302,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
